DT,GR,NPHI,RHOB,RT,DEPTH
,,,,,180.1
,,,,,180.2
,,,,,180.3
,,,,,180.4
,,,,,180.5
,,,,,180.6
,,,,,180.7
,,,,,180.8
,,,,,180.9
,,,,,181.0
,,,,,181.1
,,,,,181.2
,,,,,181.3
,,,,,181.4
,,,,,181.5
,,,,,181.6
,,,,,181.7
,,,,,181.8
,,,,,181.9
,,,,,182.0
,,,,,182.1
,,,,,182.2
,,,,,182.3
,,,,,182.4
,,,,,182.5
,,,,,182.6
,,,,,182.7
,,,,,182.8
,,,,,182.9
,,,,,183.0
,,,,,183.1
,,,,,183.2
,,,,,183.3
,,,,,183.4
,,,,,183.5
,,,,,183.6
,,,,,183.7
,,,,,183.8
,,,,,183.9
,,,,,184.0
,,,,,184.1
,,,,,184.2
,,,,,184.3
,,,,,184.4
,,,,,184.5
,,,,,184.6
,,,,,184.7
,,,,,184.8
,,,,,184.9
,,,,,185.0
,,,,,185.1
,,,,,185.2
,,,,,185.3
,,,,,185.4
,,,,,185.5
,,,,,185.6
,,,,,185.7
,,,,,185.8
,,,,,185.9
,,,,,186.0
,,,,,186.1
,,,,,186.2
,,,,,186.3
,,,,,186.4
,,,,,186.5
,,,,,186.6
,,,,,186.7
,,,,,186.8
,,,,,186.9
,,,,,187.0
,,,,,187.1
,,,,,187.2
,,,,,187.3
,,,,,187.4
,,,,,187.5
,,,,,187.6
,,,,,187.7
,,,,,187.8
,,,,,187.9
,,,,,188.0
,,,,,188.1
,,,,,188.2
,,,,,188.3
,,,,,188.4
,,,,,188.5
,,,,,188.6
,,,,,188.7
,,,,,188.8
,,,,,188.9
,,,,,189.0
,,,,,189.1
,,,,,189.2
,,,,,189.3
,,,,,189.4
,,,,,189.5
,,,,,189.6
,,,,,189.7
,,,,,189.8
,,,,,189.9
,,,,,190.0
,,,,,190.1
,,,,,190.2
,,,,,190.3
,,,,,190.4
,,,,,190.5
,,,,,190.6
,,,,,190.7
,,,,,190.8
,,,,,190.9
,,,,,191.0
,,,,,191.1
,,,,,191.2
,,,,,191.3
,,,,,191.4
,,,,,191.5
,,,,,191.6
,,,,,191.7
,,,,,191.8
,,,,,191.9
,,,,,192.0
,,,,,192.1
,,,,,192.2
,,,,,192.3
,,,,,192.4
,,,,,192.5
,,,,,192.6
,,,,,192.7
,,,,,192.8
,,,,,192.9
,,,,,193.0
,,,,,193.1
,,,,,193.2
,,,,,193.3
,,,,,193.4
,,,,,193.5
,,,,,193.6
,,,,,193.7
,,,,,193.8
,,,,,193.9
,,,,,194.0
,,,,,194.1
,,,,,194.2
,,,,,194.3
,,,,,194.4
,,,,,194.5
,,,,,194.6
,,,,,194.7
,,,,,194.8
,,,,,194.9
,,,,,195.0
,,,,,195.1
,,,,,195.2
,,,,,195.3
,,,,,195.4
,,,,,195.5
,,,,,195.6
,,,,,195.7
,,,,,195.8
,,,,,195.9
,,,,,196.0
,,,,,196.1
,,,,,196.2
,,,,,196.3
,,,,,196.4
,,,,,196.5
,,,,,196.6
,,,,,196.7
,,,,,196.8
,,,,,196.9
,,,,,197.0
,,,,,197.1
,,,,,197.2
,,,,,197.3
,,,,,197.4
,,,,,197.5
,,,,,197.6
,,,,,197.7
,,,,,197.8
,3.7243,,,,197.9
,4.292,,,,198.0
,4.5214,,,,198.1
,3.9282,,,,198.2
,3.4819,,,,198.3
,3.5348,,,,198.4
,4.3168,,,,198.5
,4.7401,,,,198.6
,3.6744,,,,198.7
,3.5134,,,,198.8
,3.1184,,,,198.9
,2.9731,,,,199.0
,2.9662,,,,199.1
,2.382,,,,199.2
,2.3229,,,,199.3
,2.5615,,,,199.4
,2.7602,,,,199.5
,2.6349,,,,199.6
,2.2862,,,,199.7
,2.401,,,,199.8
,2.2721,,,,199.9
,2.3261,,,,200.0
,2.134,,,,200.1
,2.0404,,,,200.2
,1.6876,,,,200.3
,1.529,,,,200.4
,1.6093,,,,200.5
,1.7026,,,,200.6
,1.3682,,,,200.7
,1.0957,,,,200.8
,0.9726,,,,200.9
,0.9482,,,,201.0
,0.7977,,,,201.1
,0.5377,,,,201.2
,0.2966,,,,201.3
,0.149,,,,201.4
,0.2421,,,,201.5
,0.6246,,,,201.6
,0.8047,,,,201.7
,1.2544,,,,201.8
,1.3028,,,,201.9
,1.5808,,,,202.0
,1.8019,,,,202.1
,2.1596,,,,202.2
,2.2449,,,,202.3
,2.2009,,,,202.4
,2.2502,,,,202.5
,2.4858,,,,202.6
,2.9815,,,,202.7
,3.3517,,,,202.8
,3.7239,,,,202.9
,4.1229,,,,203.0
,4.2127,,,,203.1
,4.0847,,,,203.2
,4.4888,,,,203.3
,4.5398,,,,203.4
,4.6562,,,,203.5
,4.9321,,,,203.6
,5.0254,,,,203.7
,4.8414,,,,203.8
,4.4964,,,,203.9
,4.179,,,,204.0
,3.9954,,,,204.1
,3.9967,,,,204.2
,3.705,,,,204.3
,3.7136,,,,204.4
,3.664,,,,204.5
,3.7032,,,,204.6
,3.7479,,,,204.7
,3.8158,,,,204.8
,3.4794,,,,204.9
,3.1406,,,,205.0
,3.7143,,,,205.1
,3.9323,,,,205.2
,4.1791,,,,205.3
,4.285,,,,205.4
,4.5525,,,,205.5
,4.8008,,,,205.6
,4.9032,,,,205.7
,5.0178,,,,205.8
,5.5027,,,,205.9
,5.2036,,,,206.0
,5.0114,,,,206.1
,4.8755,,,,206.2
,5.2058,,,,206.3
,5.5608,,,,206.4
,5.3017,,,,206.5
,5.2191,,,,206.6
,5.6025,,,,206.7
,6.5756,,,,206.8
,6.9926,,,,206.9
,6.4387,,,,207.0
,4.9599,,,,207.1
,4.4972,,,,207.2
,4.9871,,,,207.3
,5.5468,,,,207.4
,5.6722,,,,207.5
,5.5712,,,,207.6
,5.9055,,,,207.7
,5.5757,,,,207.8
,5.3549,,,,207.9
,5.397,,,,208.0
,5.9894,,,,208.1
,5.6067,,,,208.2
,6.2069,,,,208.3
,6.0193,,,,208.4
,4.9593,,,,208.5
,3.6446,,,,208.6
,3.6643,,,,208.7
,4.337,,,,208.8
,4.5523,,,,208.9
,5.2769,,,,209.0
,4.9542,,,,209.1
,4.1012,,,,209.2
,3.3981,,,,209.3
,3.0576,,,,209.4
,3.7621,,,,209.5
,4.393,,,,209.6
,4.1268,,,,209.7
,4.0292,,,,209.8
,4.2795,,,,209.9
,4.2205,,,,210.0
,5.2132,,,,210.1
,5.6049,,,,210.2
,5.2905,,,,210.3
,5.247,,,,210.4
,5.5128,,,,210.5
,5.827,,,,210.6
,5.8937,,,,210.7
,4.9779,,,,210.8
,5.901,,,,210.9
,5.6684,,,,211.0
,7.6084,,,,211.1
,8.0086,,,,211.2
,6.9728,,,,211.3
,6.6074,,,,211.4
,6.6289,,,,211.5
,7.9261,,,,211.6
,7.347,,,,211.7
,7.2166,,,,211.8
,5.703,,,,211.9
,6.4764,,,,212.0
,6.0686,,,,212.1
,5.0492,,,,212.2
,5.8862,,,,212.3
,6.3779,,,,212.4
,6.6262,,,,212.5
,5.9624,,,,212.6
,5.5269,,,,212.7
,5.1506,,,,212.8
,5.6378,,,,212.9
,6.7058,,,,213.0
,8.9442,,,,213.1
,10.7536,,,,213.2
,10.7733,,,,213.3
,11.1632,,,,213.4
,10.2667,,,,213.5
,10.9528,,,,213.6
,10.2759,,,,213.7
,9.4856,,,,213.8
,10.2312,,,,213.9
,10.7533,,,,214.0
,9.7552,,,,214.1
,8.587,,,,214.2
,6.9974,,,,214.3
,7.5926,,,,214.4
,8.6862,,,,214.5
,7.9083,,,,214.6
,6.9314,,,,214.7
,7.2325,,,,214.8
,7.6159,,,,214.9
,7.3875,,,,215.0
,7.1711,,,,215.1
,6.404,,,,215.2
,6.4977,,,,215.3
,7.3999,,,,215.4
,7.1934,,,,215.5
,7.9196,,,,215.6
,7.1918,,,,215.7
,8.024,,,,215.8
,8.7677,,,-1.6388667231249125,215.9
,7.9519,,,-1.612944051763388,216.0
,6.5373,,,-1.7401162360762166,216.1
,5.8048,,,-1.9855869662082117,216.2
,6.3505,,,-2.201835189893903,216.3
,6.8194,,,-2.8268337370921772,216.4
,7.4372,,,-2.0541637344955674,216.5
,7.9087,,,-1.7299120659019749,216.6
,7.7099,,,-1.458435038897573,216.7
,7.4599,,,5.18412799095339,216.8
,7.1179,,,11.488052910666317,216.9
,7.6965,,,11.486224087987926,217.0
,7.814,,,-1.4524341636244356,217.1
,7.004,,,-1.1516966597605651,217.2
,5.8605,,,-1.1776554960085626,217.3
,5.2663,,,-1.3041615315813684,217.4
,5.8322,,,-2.073061934715797,217.5
,5.9058,,,-1.2423671923132475,217.6
,6.9624,,,-1.2570220254157516,217.7
,7.7767,,,-1.4644721421839146,217.8
,7.7472,,,-1.4392732859107773,217.9
,7.1704,,,-1.40608898844807,218.0
,6.6069,,,-1.4810446976657015,218.1
,6.296,,,-1.205974806996609,218.2
,7.2948,,,-1.1360026778866688,218.3
,6.8808,,,-1.153913604453199,218.4
,6.6537,,,-1.1375610388066846,218.5
,6.6701,,,-1.1177951080848836,218.6
,7.1412,,,-1.113522901403864,218.7
,7.0092,,,-1.1095721289044518,218.8
,7.437,,,-1.1245456706946142,218.9
,6.587,,,-1.1205511961868635,219.0
,5.7566,,,-1.1288653318391306,219.1
,5.9108,,,-1.155182640156504,219.2
,5.4598,,,-1.1828638411157009,219.3
,7.1856,,,-1.3257638613798584,219.4
,8.8831,,,-1.2751108321592757,219.5
,8.1593,,,-1.1731203408431712,219.6
,7.4552,,,-0.9883239347739867,219.7
,8.1883,,,-1.0870790528544367,219.8
,8.3589,,,-0.8838235417366536,219.9
,7.6304,,,-0.9563317814113389,220.0
,7.3905,,,-0.7683018541607058,220.1
,7.784,,,-0.8141855089370014,220.2
,7.6687,,,-0.8007323912398827,220.3
,8.0511,,,-0.8296544252146084,220.4
,9.7701,,,-0.5896884721917154,220.5
,12.1533,,,-0.4395908228375403,220.6
,13.4928,,,-0.4487902328465381,220.7
,14.5521,,,-0.7804495089627419,220.8
,13.3439,,,-1.0564152399683213,220.9
,12.0373,,,-1.3413209954771594,221.0
,11.334,,,-1.5540032055459998,221.1
,8.2469,,,-1.6873994539038122,221.2
,4.8894,,,-1.6847003969346472,221.3
,3.0654,,,-1.5832829549572491,221.4
,2.2387,,,-1.505528449043589,221.5
,2.2069,,,-1.4567168254164364,221.6
,1.9296,,,-1.4266997757549296,221.7
,2.8426,,,-1.40649706843741,221.8
,3.3959,,,-1.3755522645879885,221.9
,4.4264,,,-1.3664917338237108,222.0
,3.9762,,,-1.40608898844807,222.1
,3.902,,,-1.4447712908788664,222.2
,4.5952,,,-1.4675044165454338,222.3
,4.9839,,,-1.4801655767299613,222.4
,6.0666,,,-1.4524341636244356,222.5
,6.0211,,,-1.388697245736201,222.6
,5.8065,,,-1.3246349807331628,222.7
,6.7608,,,-1.2822947711014059,222.8
,6.3283,,,-1.2399454647847536,222.9
,6.5351,,,-1.1930328642876016,223.0
,6.1388,,,-1.155182640156504,223.1
,6.4618,,,-1.1217785666999494,223.2
,6.6362,,,-1.0984123086654436,223.3
,6.3238,,,-1.1555001508751581,223.4
,6.8684,,,-1.3023209273437122,223.5
,7.2803,,,-1.2173958246580767,223.6
,7.7864,,,-1.1270117631898076,223.7
,7.7542,,,-1.0535433253005315,223.8
,7.798,,,-0.9418649829935853,223.9
,8.572,,,-0.8639355015402269,224.0
,8.9592,,,-0.8535507020529692,224.1
,9.6406,,,-0.859201764890028,224.2
,8.8275,,,-0.8982052643277701,224.3
,8.3525,,,-0.9441759353636907,224.4
,8.7345,,,-0.9888614247089905,224.5
,9.1109,,,-0.9853728930615988,224.6
,10.008,,,-0.9599814204988881,224.7
,10.9649,,,-0.931658209005277,224.8
,10.9849,,,-0.9210520489758656,224.9
,10.4163,,,-0.9405834244431995,225.0
,10.1765,,,-0.928616381564792,225.1
,10.8327,,,-0.9550315601905857,225.2
,10.4909,,,-1.006215439402142,225.3
,9.4456,,,-1.0404377246170375,225.4
,9.2859,,,-1.0081319355397351,225.5
,9.9884,,,-0.9683738117443804,225.6
,10.5742,,,-0.887460350206278,225.7
,10.5865,,,-0.7488713293323069,225.8
,12.1114,,,-0.6031236779123568,225.9
,13.8899,,,-0.43448205717865707,226.0
,16.8295,,,-0.2120799789582302,226.1
,19.4849,,,-0.050661914802227995,226.2
,21.0504,,,0.05050298217310683,226.3
,23.6243,,,0.01616858116158369,226.4
,28.4877,,,-0.04761585394166328,226.5
,29.0185,,,-0.11171398963000162,226.6
,28.8126,,,-0.14398585052838153,226.7
,28.9978,,,-0.16617265505458373,226.8
,28.8015,,,-0.16040352149302395,226.9
,30.4922,,,-0.18837987137791856,227.0
,32.3843,,,-0.18934617173091908,227.1
,30.8119,,,-0.18536618698017984,227.2
,27.2401,,,-0.21778294507211374,227.3
,26.2048,,,-0.3057102749711721,227.4
,24.6313,,,-0.5035190485835525,227.5
,21.1907,,,-0.8047493571412476,227.6
,17.7073,,,-1.1053348344289364,227.7
,14.0263,,,-1.2340884282305595,227.8
,10.5895,,,-1.2461846531352454,227.9
,9.1877,,,-1.2211189631609065,228.0
,7.7177,,,-1.222815892127416,228.1
,6.2506,,,-1.2354634714173067,228.2
,6.3431,,,-1.2708251113137765,228.3
,6.5341,,,-1.3085928534560385,228.4
,6.2235,,,-1.3466891065275313,228.5
,5.7981,,,-1.3598471911050425,228.6
,5.9016,,,-1.3598471911050425,228.7
,5.4207,,,-1.360236826800601,228.8
,6.447,,,-1.3409386593990935,228.9
,8.6362,,,-1.317514845725065,229.0
,8.7725,,,-1.2851828597514792,229.1
,9.3102,,,-1.2637228087317098,229.2
,8.6502,,,-1.2616019171625723,229.3
,9.3035,,,-1.2528129697454096,229.4
,9.4559,,,-1.2269003089696406,229.5
,10.8041,,,-1.1344467416773258,229.6
,14.1122,,,-0.9532140859787529,229.7
,15.6128,,,-0.6999704059080708,229.8
,17.1487,,,-0.353679434958934,229.9
,19.3138,,,0.005683816468297709,230.0
,19.1153,,,0.11118352896061494,230.1
,21.261,,,0.06165938038672779,230.2
,20.9941,,,0.048504409059615054,230.3
,20.0474,,,0.10687936162709612,230.4
,23.3569,,,0.18531706577375312,230.5
,25.1226,,,0.31276485281924404,230.6
,26.3282,,,0.421272838313678,230.7
,27.7375,,,0.49871255588218866,230.8
,26.9619,,,0.5607579925141997,230.9
,25.6129,,,0.6399573520458263,231.0
,24.6868,,,0.7169125341102072,231.1
,23.028,,,0.7608525569139583,231.2
,24.88,,,0.7277901240034849,231.3
,25.2241,,,0.690744295943635,231.4
,25.9769,,,0.656431327623286,231.5
,25.2022,,,0.6146990342308034,231.6
,25.3198,,,0.6330786540938258,231.7
,25.6787,,,0.6525334976746483,231.8
,25.2167,,,0.6906941743988785,231.9
,24.0905,,,0.7217346374118577,232.0
,24.1493,,,0.7448853759643597,232.1
,25.1063,,,0.7551355778940136,232.2
,25.166,,,0.7589817364814919,232.3
,25.3439,,,0.7524532864573528,232.4
,25.1668,,,0.7581387240673854,232.5
,24.6968,,,0.7606656322907681,232.6
,24.5804,,,0.7329446504340114,232.7
,22.8492,,,0.728852105180722,232.8
,23.0218,,,0.7483926547859238,232.9
,23.9999,,,0.7619733714897978,233.0
,23.8188,,,0.7463087286741776,233.1
,23.6725,,,0.7241127598168253,233.2
,24.0267,,,0.6764078565556473,233.3
,23.9668,,,0.6422748501861888,233.4
,23.3776,,,0.6337155967905188,233.5
,23.28,,,0.6534183383309484,233.6
,23.3489,,,0.7111835430460439,233.7
,23.24,,,0.6977864027083703,233.8
,22.9594,,,0.6821367880398931,233.9
,22.5264,,,0.6567943510941471,234.0
,21.876,,,0.6621208019548225,234.1
,19.9225,,,0.7367333512228667,234.2
,19.6919,,,0.7929020136969376,234.3
,18.874,,,0.8207485251536671,234.4
,19.2944,,,0.8070114367089924,234.5
,21.4704,,,0.7349606833733556,234.6
,22.956,,,0.6798086161207648,234.7
,22.8901,,,0.6139416223789702,234.8
,23.3261,,,0.6153477881055335,234.9
,23.0461,,,0.6370529062050371,235.0
,23.163,,,0.6218122829553232,235.1
,22.9958,,,0.5481792103073395,235.2
,22.4571,,,0.4766067803793075,235.3
,23.2749,,,0.4350239103497087,235.4
,23.3505,,,0.5215875064100214,235.5
,23.0263,,,0.6355180677233089,235.6
,23.3696,,,0.6591249319455091,235.7
,23.4539,,,0.6602106803136805,235.8
,23.3944,,,0.6324413054425505,235.9
,23.9227,,,0.690343253227211,236.0
,24.3635,,,0.6322819047886702,236.1
,24.2726,,,0.6816817024506672,236.2
,25.2544,,,0.6835512868864984,236.3
,25.6484,,,0.5965812125836142,236.4
,24.6388,,,0.6683420616409742,236.5
,24.8351,,,0.725517560590396,236.6
,26.5805,,,0.7337131423066071,236.7
,26.6901,,,0.7476353658440151,236.8
,26.891,,,0.7699693231612298,236.9
,27.3251,,,0.8024947373952271,237.0
,27.1609,,,0.8202202631234213,237.1
,26.4134,,,0.8269347903580445,237.2
,25.3909,,,0.8273720826511769,237.3
,26.3622,,,0.8222437538943552,237.4
,26.6037,,,0.8170006427269431,237.5
,25.6834,,,0.7840841755520473,237.6
,26.569,,,0.7964706227918461,237.7
,26.0812,,,0.7736666976187409,237.8
,25.8902,,,0.7366376116344738,237.9
,25.6979,,,0.6897915567465829,238.0
,24.9805,,,0.6575718150460251,238.1
,24.84,,,0.6450592697528901,238.2
,24.2073,,,0.6554972331080396,238.3
,22.8599,,,0.6743720252336113,238.4
,22.7141,,,0.7172054456530162,238.5
,23.5404,,,0.7714036785257127,238.6
,23.4769,,,0.8021809415840677,238.7
,24.3831,,,0.8231222569816907,238.8
,23.8677,,,0.8392368864318404,238.9
,23.2073,,,0.8671425036074247,239.0
,23.7108,,,0.8874384799671261,239.1
,23.6797,,,0.8964553040400435,239.2
,23.3229,,,0.87329972006906,239.3
,23.1296,,,0.8477977354288546,239.4
,23.1868,,,0.8470263949723733,239.5
,23.009,,,0.8653763130726055,239.6
,23.1554,,,0.8821546699444728,239.7
,22.8475,,,0.888796197564762,239.8
,23.0108,,,0.8776330601832765,239.9
,22.4815,,,0.8813265468380598,240.0
,23.3042,,,0.9152501906989077,240.1
,23.6177,,,0.8878912573524571,240.2
,23.795,,,0.8656708948737888,240.3
,23.2121,,,0.8259282917937637,240.4
,22.8798,,,0.7872293339210841,240.5
,22.4438,,,0.7566382783411432,240.6
,22.1898,,,0.743555083103791,240.7
,22.2119,,,0.725033369422267,240.8
,21.9555,,,0.7058165836606083,240.9
,22.5372,,,0.7253723278546822,241.0
,22.195,,,0.7732975747427738,241.1
,22.439,,,0.8202642956194106,241.2
,22.9605,,,0.8649553313369951,241.3
,22.6443,,,0.9018672112084308,241.4
,23.0891,,,0.9051084424715857,241.5
,23.3394,,,0.8919160687325002,241.6
,23.9013,,,0.8807464523492642,241.7
,23.831,,,0.8113745619245951,241.8
,23.5739,,,0.7519348220430337,241.9
,24.274,,,0.704878103435644,242.0
,23.6658,,,0.6587627536981145,242.1
,23.656,,,0.6286619913335358,242.2
,23.6162,,,0.6120998017066233,242.3
,23.1565,,,0.5936582820592029,242.4
,23.363,,,0.5908375617353755,242.5
,23.9201,,,0.6064993738342731,242.6
,23.7084,,,0.6231538087394103,242.7
,23.8595,,,0.6431162469543804,242.8
,23.2389,,,0.6971890013862772,242.9
,23.3132,,,0.7275486072772777,243.0
,23.4927,,,0.7212972239762915,243.1
,23.0436,,,0.6974379619771015,243.2
,23.8905,,,0.6767637013094212,243.3
,24.5265,,,0.6749322921390403,243.4
,24.2268,,,0.6567943510941471,243.5
,24.2,,,0.6172915282564096,243.6
,23.6238,,,0.5763886199497497,243.7
,23.2112,,,0.5688869631792607,243.8
,22.1914,,,0.5822156198526637,243.9
,21.9393,,,0.6094937955626919,244.0
,22.0968,,,0.6287153204005564,244.1
,21.4472,,,0.6040973637264343,244.2
,23.2006,,,0.5889526515420884,244.3
,24.3533,,,0.6132377973316434,244.4
,24.493,,,0.6832483483806977,244.5
,24.1561,,,0.7683474131228806,244.6
,24.9178,,,0.8053144774306931,244.7
,25.4333,,,0.7816615940906839,244.8
,25.4242,,,0.7153488885436319,244.9
,25.7275,,,0.6100916054226194,245.0
,25.3113,,,0.5296866314069092,245.1
,24.5629,,,0.5143195130202465,245.2
,24.4343,,,0.5800344719283008,245.3
,24.7356,,,0.6900925198307166,245.4
,25.9133,,,0.7658398659533859,245.5
,26.2148,,,0.8082599876604499,245.6
,26.6465,,,0.7703859609007475,245.7
,26.1099,,,0.7359671777428735,245.8
,25.2815,,,0.704630988501231,245.9
,24.6095,,,0.6565869252481429,246.0
,23.7741,,,0.5823273454547016,246.1
,23.5825,,,0.5016234130011912,246.2
,22.8446,,,0.39096042190528263,246.3
,21.0099,,,0.20693286526622776,246.4
,20.8916,,,-0.07731310310267026,246.5
,19.4377,,,-0.3512610540946523,246.6
,15.7406,,,-0.5812480880625365,246.7
,12.939,,,-0.7903190923122189,246.8
,10.4197,,,-1.0139035607411555,246.9
,8.2767,,,-1.2126772449560823,247.0
,6.0929,,,-1.3246349807331628,247.1
,4.1946,,,-1.3348410795309749,247.2
,3.0254,,,-1.328780454919284,247.3
,2.2382,,,-1.3466891065275313,247.4
,2.4296,,,-1.369240606554063,247.5
,2.3434,,,-1.3991769869509043,247.6
,1.6983,,,-1.4130490984287103,247.7
,2.3438,,,-1.407722308533511,247.8
,2.093,,,-1.4142823976600594,247.9
,2.8741,,,-1.4242039341931108,248.0
,3.9841,,,-1.4456198272047054,248.1
,4.7046,,,-1.458865053954726,248.2
,6.3738,,,-1.340556469446037,248.3
,8.8532,,,-1.0452611131711151,248.4
,10.6908,,,-0.7054222114355578,248.5
